gvkey,year,level,nr,id,source,deeperlink,timestamp_source
023804,2015,1,1,2015_023804_1_1,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/overview,20150702
023804,2015,1,2,2015_023804_1_2,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/terms-of-use,20150702
023804,2015,1,3,2015_023804_1_3,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/who-we-are,20150702
023804,2015,1,4,2015_023804_1_4,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/contact-us,20150702
023804,2015,1,5,2015_023804_1_5,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/javascript,20150702
023804,2015,1,6,2015_023804_1_6,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/who-we-are/management,20150702
023804,2015,1,7,2015_023804_1_7,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/who-we-are/board-of-directors,20150702
023804,2015,1,8,2015_023804_1_8,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/privacy-policy,20150702
023804,2015,1,9,2015_023804_1_9,https://www.innovagaminggroup.com,https://www.innovagaminggroup.com/category/press-releases,20150702
